"code","abund.correlation","species.trend","trend.at.highest.predictions","trend.at.best.nfj.data","filename","n.data","zeroes.missed.messy"
"ACHLYC",NA,-0.0637532922964831,-0.0632080162155528,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/ACHLYC-full-run-only-OhioLeps-V2.html",24016,421
"ANATLOG",NA,0.00106456057149867,0.00225449364695507,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/ANATLOG-full-run-only-OhioLeps-V2.html",24016,1808
"ANCNUM",NA,0.0375124334988456,0.0380853381503456,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/ANCNUM-full-run-only-OhioLeps-V2.html",24016,1598
"ANTHMID",NA,-0.0739463758060055,-0.0732999425868259,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/ANTHMID-full-run-only-OhioLeps-V2.html",21229,3960
"ASTCLY",NA,-0.0860649462223202,-0.0847713373110253,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/ASTCLY-full-run-only-OhioLeps-V2.html",24016,78
"ATACAM",NA,0.066822346206352,0.0677652435118166,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/ATACAM-full-run-only-OhioLeps-V2.html",24016,1956
"BATPHI",NA,0.0591704713030833,0.0600115889937314,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/BATPHI-full-run-only-OhioLeps-V2.html",24016,2284
"BOLOBEL",NA,-0.0347289701528408,-0.0340730049608523,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/BOLOBEL-full-run-only-OhioLeps-V2.html",24016,619
"CALYCEC",NA,0.0133323425834657,0.0139358001079384,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/CALYCEC-full-run-only-OhioLeps-V2.html",21431,611
"CELLAD",NA,0.014148966181161,0.0146836046738801,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/CELLAD-full-run-only-OhioLeps-V2.html",24016,4205
"CERPEG",NA,-0.0483513284652161,-0.0477721511494025,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/CERPEG-full-run-only-OhioLeps-V2.html",24016,694
"CHLONYC",NA,0.0487059793935412,0.049591179106713,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/CHLONYC-full-run-only-OhioLeps-V2.html",24016,340
"COLEU2",NA,-0.0475283806314806,-0.047441905025542,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/COLEU2-full-run-only-OhioLeps-V2.html",24016,19781
"COLPHI",NA,-0.0190256354545142,-0.0187180143460353,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/COLPHI-full-run-only-OhioLeps-V2.html",24016,19807
"CYLGEM",NA,0.192525025910013,0.193089139416881,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/CYLGEM-full-run-only-OhioLeps-V2.html",8551,902
"DANPLE",NA,-0.0422928750811118,-0.041727282476117,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/DANPLE-full-run-only-OhioLeps-V2.html",24016,4
"ENOANT",NA,0.0418164838420811,0.0425427905542461,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/ENOANT-full-run-only-OhioLeps-V2.html",24016,832
"EPACLA",NA,0.0100037371488095,0.0103948217743705,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/EPACLA-full-run-only-OhioLeps-V2.html",24016,295
"ERYBAP",NA,0.0733896160326603,0.0740488689635574,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/ERYBAP-full-run-only-OhioLeps-V2.html",24016,1921
"ERYBRI",NA,-0.0641977393256578,-0.0633787847187914,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/ERYBRI-full-run-only-OhioLeps-V2.html",24016,2111
"ERYHOR",NA,0.00720250813344462,0.00821444463945653,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/ERYHOR-full-run-only-OhioLeps-V2.html",24016,1843
"ERYICE",NA,-0.117211327921898,-0.116383241851839,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/ERYICE-full-run-only-OhioLeps-V2.html",24016,2086
"ERYJUV",NA,-0.0434500150353949,-0.0425704792100179,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/ERYJUV-full-run-only-OhioLeps-V2.html",24016,2034
"EUPHPHA",NA,-0.147041262112682,-0.146332206767589,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/EUPHPHA-full-run-only-OhioLeps-V2.html",24016,297
"EUPTCLA",NA,0.0724137692415933,0.0730779900880494,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/EUPTCLA-full-run-only-OhioLeps-V2.html",24016,40
"EUPYVES",NA,0.0225568253693319,0.0236662551935396,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/EUPYVES-full-run-only-OhioLeps-V2.html",24016,1640
"EURLIS",NA,0.0338453645778908,0.0346470771061567,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/EURLIS-full-run-only-OhioLeps-V2.html",24016,3645
"EURNIC",NA,0.269085388375766,0.269781167804727,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/EURNIC-full-run-only-OhioLeps-V2.html",18432,3706
"EURYMAR",NA,0.0735570507309964,0.0743056822812433,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/EURYMAR-full-run-only-OhioLeps-V2.html",24016,2423
"EVECOM",NA,0.0100437757103189,0.0106110576540308,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/EVECOM-full-run-only-OhioLeps-V2.html",24016,4321
"FENTAR",NA,0.0847611625135503,0.0852237420987869,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/FENTAR-full-run-only-OhioLeps-V2.html",24016,0
"HERSOS",NA,0.108764140699614,0.109059418750532,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/HERSOS-full-run-only-OhioLeps-V2.html",10001,887
"HESLEO",NA,-0.134678067072924,-0.134014610657125,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/HESLEO-full-run-only-OhioLeps-V2.html",24016,2243
"LIBCAR",NA,0.00820159086269974,0.0089580462713994,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/LIBCAR-full-run-only-OhioLeps-V2.html",24016,0
"LIMARC",NA,-0.0143036710892145,-0.0132004167011281,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/LIMARC-full-run-only-OhioLeps-V2.html",24016,4
"LYCAHYL",NA,-0.0794082425132016,-0.0790261692546608,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/LYCAHYL-full-run-only-OhioLeps-V2.html",24016,405
"LYCAPHL",NA,-0.127224541938104,-0.126446202701045,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/LYCAPHL-full-run-only-OhioLeps-V2.html",24016,405
"MEGICYM",NA,-0.020968295747056,-0.0201247099839341,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V2/MEGICYM-full-run-only-OhioLeps-V2.html",24016,618
